"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"900","model.scraping.parser","src/model/scraping/parser/AvanzaParser.java","3","90","The method 'handleText' has a Cyclomatic Complexity of 14.","Code Size Rules","CyclomaticComplexity"
"901","model.scraping.parser","src/model/scraping/parser/AvanzaParser.java","3","93","Position literals first in String comparisons","Design Rules","PositionLiteralsFirstInComparisons"
"902","model.scraping.parser","src/model/scraping/parser/AvanzaParser.java","3","98","Position literals first in String comparisons","Design Rules","PositionLiteralsFirstInComparisons"
"903","model.scraping.parser","src/model/scraping/parser/IParser.java","3","16","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"904","model.scraping.parser","src/model/scraping/parser/IParser.java","3","16","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"905","model.scraping.parser","src/model/scraping/parser/IParser.java","3","16","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"906","model.scraping.parser","src/model/scraping/parser/IParserRunner.java","3","11","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"907","model.scraping.parser","src/model/scraping/parser/IParserRunner.java","3","13","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"908","model.scraping.parser","src/model/scraping/parser/IParserRunner.java","3","14","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"909","model.scraping.parser","src/model/scraping/parser/IParserRunner.java","3","15","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"910","model.scraping.parser","src/model/scraping/parser/IParserRunner.java","3","16","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"911","model.scraping.parser","src/model/scraping/parser/IParserRunner.java","3","17","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"912","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","30","The class 'ParserRunner' has a Cyclomatic Complexity of 4 (Highest = 13).","Code Size Rules","CyclomaticComplexity"
"913","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","32","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"914","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","32","It is somewhat confusing to have a field name with the same name as a method","Naming Rules","AvoidFieldNameMatchingMethodName"
"915","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","32","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"916","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","33","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"917","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","33","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"918","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","34","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"919","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","34","Private field 'portNr' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"920","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","36","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"921","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","36","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"922","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","37","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"923","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","37","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"924","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","38","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"925","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","44","Parameter 'PORT_NR' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"926","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","61","The method 'run' has a Cyclomatic Complexity of 13.","Code Size Rules","CyclomaticComplexity"
"927","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","62","Avoid excessively long variable names like avanzaStockMarkets","Naming Rules","LongVariable"
"928","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","62","Local variable 'avanzaStockMarkets' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"929","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","5","64","Found 'DD'-anomaly for variable 'progress' (lines '64'-'78').","Controversial Rules","DataflowAnomalyAnalysis"
"930","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","70","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"931","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","77","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"932","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","79","The String literal 'Parsing Progress.' appears 8 times in this file; the first occurrence is on line 79","String and StringBuffer Rules","AvoidDuplicateLiterals"
"933","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","85","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"934","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","85","Local variable 'stockList' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"935","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","86","Local variable 'timeBefore' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"936","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","93","Local variable 'newRows' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"937","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","115","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"938","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","121","Local variable 'SleepTime' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"939","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","125","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"940","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","133","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"941","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","148","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"942","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","151","Avoid empty while statements","Basic Rules","EmptyWhileStmt"
"943","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","151","Avoid using while statements without curly braces","Braces Rules","WhileLoopsMustUseBraces"
"944","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","152","Assigning an Object to null is a code smell.  Consider refactoring.","Controversial Rules","NullAssignment"
"945","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","153","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"946","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","170","Avoid empty while statements","Basic Rules","EmptyWhileStmt"
"947","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","173","Assigning an Object to null is a code smell.  Consider refactoring.","Controversial Rules","NullAssignment"
"948","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","175","Assigning an Object to null is a code smell.  Consider refactoring.","Controversial Rules","NullAssignment"
"949","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","176","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"950","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","189","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"951","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","192","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"952","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","208","Avoid unnecessary if..then..else statements when returning a boolean","Design Rules","SimplifyBooleanReturns"
"953","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","209","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"954","model.scraping.parser","src/model/scraping/parser/ParserRunner.java","3","217","Parameter 'pcs' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"955","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","24","The class 'SimulationRunner' has a Cyclomatic Complexity of 4 (Highest = 16).","Code Size Rules","CyclomaticComplexity"
"956","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","26","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"957","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","26","It is somewhat confusing to have a field name with the same name as a method","Naming Rules","AvoidFieldNameMatchingMethodName"
"958","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","26","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"959","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","27","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"960","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","27","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"961","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","28","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"962","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","28","Private field 'portNr' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"963","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","30","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"964","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","30","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"965","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","31","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"966","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","31","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"967","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","32","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"968","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","34","Private field 'simulatedStocks' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"969","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","39","Parameter 'PORT_NR' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"970","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","45","The method 'run' has a Cyclomatic Complexity of 16.","Code Size Rules","CyclomaticComplexity"
"971","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","45","The method run() has an NPath complexity of 3492","Code Size Rules","NPathComplexity"
"972","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","5","47","Found 'DD'-anomaly for variable 'alreadyExists' (lines '47'-'51').","Controversial Rules","DataflowAnomalyAnalysis"
"973","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","5","51","Found 'DD'-anomaly for variable 'alreadyExists' (lines '51'-'51').","Controversial Rules","DataflowAnomalyAnalysis"
"974","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","57","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"975","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","65","The String literal 'Parsing Progress.' appears 6 times in this file; the first occurrence is on line 65","String and StringBuffer Rules","AvoidDuplicateLiterals"
"976","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","67","Local variable 'timeBefore' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"977","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","69","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"978","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","69","Avoid variables with short names like sp","Naming Rules","ShortVariable"
"979","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","69","Local variable 'sp' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"980","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","81","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"981","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","87","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"982","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","93","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"983","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","99","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"984","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","104","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"985","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","127","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"986","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","129","Avoid empty while statements","Basic Rules","EmptyWhileStmt"
"987","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","134","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"988","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","150","Avoid empty while statements","Basic Rules","EmptyWhileStmt"
"989","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","155","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"990","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","168","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"991","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","172","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"992","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","188","Avoid unnecessary if..then..else statements when returning a boolean","Design Rules","SimplifyBooleanReturns"
"993","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","189","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"994","model.scraping.parser","src/model/scraping/parser/SimulationRunner.java","3","196","Parameter 'pcs' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"995","model.scraping.scheduler","src/model/scraping/scheduler/IScheduler.java","3","16","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"996","model.scraping.scheduler","src/model/scraping/scheduler/IScheduler.java","3","26","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"997","model.scraping.scheduler","src/model/scraping/scheduler/IScheduler.java","4","27","A getX() method which returns a boolean should be named isX()","Naming Rules","BooleanGetMethodName"
"998","model.scraping.scheduler","src/model/scraping/scheduler/IScheduler.java","3","27","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"999","model.scraping.scheduler","src/model/scraping/scheduler/IScheduler.java","3","34","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"1000","model.scraping.scheduler","src/model/scraping/scheduler/Scheduler.java","3","15","The class 'Scheduler' has a Cyclomatic Complexity of 6 (Highest = 10).","Code Size Rules","CyclomaticComplexity"
"1001","model.scraping.scheduler","src/model/scraping/scheduler/Scheduler.java","3","20","It is somewhat confusing to have a field name with the same name as a method","Naming Rules","AvoidFieldNameMatchingMethodName"
"1002","model.scraping.scheduler","src/model/scraping/scheduler/Scheduler.java","3","28","The method 'shouldRun' has a Cyclomatic Complexity of 10.","Code Size Rules","CyclomaticComplexity"
"1003","model.scraping.scheduler","src/model/scraping/scheduler/Scheduler.java","3","28","The method shouldRun() has an NPath complexity of 216","Code Size Rules","NPathComplexity"
"1004","model.scraping.scheduler","src/model/scraping/scheduler/Scheduler.java","3","30","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1005","model.scraping.scheduler","src/model/scraping/scheduler/Scheduler.java","3","31","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1006","model.scraping.scheduler","src/model/scraping/scheduler/Scheduler.java","3","34","Avoid variables with short names like d","Naming Rules","ShortVariable"
"1007","model.scraping.scheduler","src/model/scraping/scheduler/Scheduler.java","3","34","Local variable 'd' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1008","model.scraping.scheduler","src/model/scraping/scheduler/Scheduler.java","3","39","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1009","model.scraping.scheduler","src/model/scraping/scheduler/Scheduler.java","3","40","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1010","model.scraping.scheduler","src/model/scraping/scheduler/Scheduler.java","3","43","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1011","model.scraping.scheduler","src/model/scraping/scheduler/Scheduler.java","3","44","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1012","model.scraping.scheduler","src/model/scraping/scheduler/Scheduler.java","3","47","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1013","model.scraping.scheduler","src/model/scraping/scheduler/Scheduler.java","3","48","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1014","model.scraping.scheduler","src/model/scraping/scheduler/Scheduler.java","3","51","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1015","model.scraping.scheduler","src/model/scraping/scheduler/Scheduler.java","3","52","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1016","model.scraping.scheduler","src/model/scraping/scheduler/Scheduler.java","3","63","Parameter 'run' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1017","model.scraping.scheduler","src/model/scraping/scheduler/Scheduler.java","4","69","A getX() method which returns a boolean should be named isX()","Naming Rules","BooleanGetMethodName"
"1018","model.scraping.scheduler","src/model/scraping/scheduler/Scheduler.java","5","72","Found 'DD'-anomaly for variable 'time' (lines '72'-'78').","Controversial Rules","DataflowAnomalyAnalysis"
"1019","model.scraping.scheduler","src/model/scraping/scheduler/Scheduler.java","5","72","Found 'DD'-anomaly for variable 'time' (lines '72'-'93').","Controversial Rules","DataflowAnomalyAnalysis"
"1020","model.scraping.scheduler","src/model/scraping/scheduler/Scheduler.java","3","74","Avoid variables with short names like d","Naming Rules","ShortVariable"
"1021","model.scraping.scheduler","src/model/scraping/scheduler/Scheduler.java","3","74","Local variable 'd' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1022","model.simulation","src/model/simulation/PortfolioSimulator.java","3","23","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1023","model.simulation","src/model/simulation/PortfolioSimulator.java","3","23","Private field 'portfolioTable' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"1024","model.simulation","src/model/simulation/PortfolioSimulator.java","3","24","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1025","model.simulation","src/model/simulation/PortfolioSimulator.java","3","24","Private field 'jpaHelper' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"1026","model.simulation","src/model/simulation/PortfolioSimulator.java","3","31","Parameter 'jpaHelper' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1027","model.simulation","src/model/simulation/PortfolioSimulator.java","3","31","Parameter 'portfolioTable' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1028","model.simulation","src/model/simulation/PortfolioSimulator.java","3","37","Parameter 'algorithm' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1029","model.simulation","src/model/simulation/PortfolioSimulator.java","3","74","Avoid variables with short names like n","Naming Rules","ShortVariable"
"1030","model.simulation","src/model/simulation/PortfolioSimulator.java","3","74","Parameter 'n' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1031","model.simulation","src/model/simulation/PortfolioSimulator.java","3","79","Parameter 'flag' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1032","model.simulation","src/model/simulation/PortfolioSimulator.java","3","121","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1033","model.simulation","src/model/simulation/PortfolioSimulator.java","3","122","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1034","model.simulation","src/model/simulation/PortfolioSimulator.java","3","133","Local variable 'latest' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1035","model.simulation","src/model/simulation/RobotSimulator.java","3","13","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1036","model.simulation","src/model/simulation/RobotSimulator.java","3","13","Private field 'jpaSimHelper' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"1037","model.simulation","src/model/simulation/RobotSimulator.java","3","14","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1038","model.simulation","src/model/simulation/RobotSimulator.java","3","14","Private field 'trader' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"1039","model.simulation","src/model/simulation/SimModel.java","3","12","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1040","model.simulation","src/model/simulation/SimModel.java","3","12","Private field 'algorithmLoader' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"1041","model.simulation","src/model/simulation/SimModel.java","3","14","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1042","model.simulation","src/model/simulation/SimModel.java","3","15","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1043","model.simulation","src/model/simulation/SimModel.java","3","19","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1044","model.simulation","src/model/simulation/SimModel.java","3","22","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1045","model.simulation","src/model/simulation/SimModel.java","3","30","Parameter 'algorithm' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1046","model.simulation","src/model/simulation/SimModel.java","3","36","Parameter 'stocksBack' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1047","model.simulation","src/model/simulation/SimModel.java","3","42","Parameter 'value' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1048","model.simulation","src/model/simulation/SimModel.java","3","49","Parameter 'asd' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1049","model.simulation","src/model/simulation/SimModel.java","3","52","Parameter 'asl' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1050","model.simulation","src/model/simulation/SimulationHandler.java","3","39","This class has too many methods, consider refactoring it.","Code Size Rules","TooManyMethods"
"1051","model.simulation","src/model/simulation/SimulationHandler.java","3","40","Avoid excessively long variable names like propertyChangeSupport","Naming Rules","LongVariable"
"1052","model.simulation","src/model/simulation/SimulationHandler.java","3","40","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1053","model.simulation","src/model/simulation/SimulationHandler.java","3","40","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1054","model.simulation","src/model/simulation/SimulationHandler.java","3","41","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1055","model.simulation","src/model/simulation/SimulationHandler.java","3","41","Private field 'jpaSimHelper' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"1056","model.simulation","src/model/simulation/SimulationHandler.java","3","42","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1057","model.simulation","src/model/simulation/SimulationHandler.java","3","42","Private field 'jpaHelper' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"1058","model.simulation","src/model/simulation/SimulationHandler.java","3","44","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1059","model.simulation","src/model/simulation/SimulationHandler.java","3","46","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1060","model.simulation","src/model/simulation/SimulationHandler.java","3","46","Private field 'robotSim' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"1061","model.simulation","src/model/simulation/SimulationHandler.java","3","49","Private field 'latestPieData' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"1062","model.simulation","src/model/simulation/SimulationHandler.java","3","51","Private field 'nextPieStep' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"1063","model.simulation","src/model/simulation/SimulationHandler.java","3","52","Avoid excessively long variable names like algorithmLongSettings","Naming Rules","LongVariable"
"1064","model.simulation","src/model/simulation/SimulationHandler.java","3","53","Avoid excessively long variable names like algorithmDoubleSettings","Naming Rules","LongVariable"
"1065","model.simulation","src/model/simulation/SimulationHandler.java","3","60","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"1066","model.simulation","src/model/simulation/SimulationHandler.java","3","63","Avoid excessively long variable names like algorithmToSimulate","Naming Rules","LongVariable"
"1067","model.simulation","src/model/simulation/SimulationHandler.java","3","63","Parameter 'algorithmToSimulate' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1068","model.simulation","src/model/simulation/SimulationHandler.java","3","63","Parameter 'doubleSettings' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1069","model.simulation","src/model/simulation/SimulationHandler.java","3","63","Parameter 'longSettings' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1070","model.simulation","src/model/simulation/SimulationHandler.java","3","64","Local variable 'portfolioEntity' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1071","model.simulation","src/model/simulation/SimulationHandler.java","3","71","Local variable 'algorithmLoader' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1072","model.simulation","src/model/simulation/SimulationHandler.java","3","73","Local variable 'algorithm' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1073","model.simulation","src/model/simulation/SimulationHandler.java","3","93","Avoid excessively long variable names like algorithmToSimulate","Naming Rules","LongVariable"
"1074","model.simulation","src/model/simulation/SimulationHandler.java","3","93","Parameter 'algorithmToSimulate' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1075","model.simulation","src/model/simulation/SimulationHandler.java","3","93","Parameter 'howManyStocksBack' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1076","model.simulation","src/model/simulation/SimulationHandler.java","3","101","Local variable 'startingBalance' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1077","model.simulation","src/model/simulation/SimulationHandler.java","3","103","Local variable 'port' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
